Id,SalePrice
1461,121639.35687577726
1462,159073.82614950463
1463,185003.13066908804
1464,198513.0089832382
1465,189834.7742596803
1466,173698.4137610433
1467,179490.2471058055
1468,164581.26256009928
1469,189014.86810163697
1470,122124.92677121898
1471,194863.84137184938
1472,97194.23436025692
1473,95514.2781767124
1474,146895.1821984806
1475,114929.6358714227
1476,371217.2468571502
1477,249565.5737239337
1478,286657.8651304688
1479,285468.57940553944
1480,506119.2335139667
1481,327302.7541694033
1482,207770.650984441
1483,179430.7199629675
1484,166227.3876947165
1485,184136.21203147247
1486,195943.965721622
1487,334747.3365461601
1488,234683.25490095405
1489,199619.62568826164
1490,238843.5777261046
1491,193025.47646028805
1492,88821.44237711819
1493,188089.2174404
1494,290273.70624362363
1495,286481.1287216585
1496,240891.19623994338
1497,181881.3023084016
1498,164437.70156244063
1499,161257.60721304914
1500,156316.94494562753
1501,176620.05772326232
1502,145837.75370560252
1503,293372.84218909126
1504,242043.95365152453
1505,228088.40188503376
1506,185238.1475503886
1507,252350.09441143903
1508,201608.41588306508
1509,158431.85385736282
1510,145885.65673104188
1511,145981.13202722225
1512,173565.37268973657
1513,144771.19837620435
1514,156794.52439704846
1515,188356.1959341576
1516,152123.03077967913
1517,165222.80997514437
1518,132038.6140533311
1519,219954.32624578755
1520,131777.83742053068
1521,134260.53248354417
1522,174419.546189438
1523,112093.56482705631
1524,127367.33477961032
1525,121594.20873132575
1526,114478.33028322441
1527,102483.8530802328
1528,134926.0831664148
1529,150862.6544465243
1530,182141.91432464443
1531,105029.46654995634
1532,95902.77087393025
1533,144796.66480678564
1534,122693.01578093483
1535,152596.0471597463
1536,107308.09518490154
1537,68734.39631343215
1538,151827.84562110738
1539,191972.347786255
1540,91567.26857790588
1541,140105.96136917
1542,141999.2888817671
1543,198527.24813471097
1544,83480.60526294095
1545,109649.95511253529
1546,132993.7351528895
1547,133850.1170635651
1548,137651.57460599914
1549,116097.99896384568
1550,139430.30668596175
1551,107291.5997586273
1552,136255.71520362596
1553,147210.58715555954
1554,115143.39038199357
1555,164206.51472209592
1556,81518.83388086427
1557,103049.97662800508
1558,98637.92220608544
1559,94630.916264581
1560,135567.71511806562
1561,129958.65514175854
1562,130765.4189473328
1563,124356.08093364447
1564,155576.40526403644
1565,147345.32893722827
1566,241001.615044214
1567,74568.94479781148
1568,234152.86630286754
1569,134225.1732628686
1570,140476.5943861099
1571,119011.37012152131
1572,146564.69397936182
1573,247573.45358717127
1574,119987.1877997104
1575,231741.36647563512
1576,246506.3569078836
1577,187850.1864627071
1578,141324.44690948527
1579,144515.19029534716
1580,193076.47756718012
1581,150282.0377997041
1582,126157.37706603653
1583,311021.55539171
1584,226872.36414544823
1585,138595.3086285042
1586,63907.993451609786
1587,101659.97931611676
1588,153953.22630758164
1589,97078.85321170684
1590,135196.40168797385
1591,95107.03774583981
1592,115373.5928111903
1593,123823.01756118504
1594,124095.93692840397
1595,129264.89351644841
1596,234628.71491416046
1597,194882.1129930951
1598,215479.59925467445
1599,170010.8844842105
1600,164605.62807755484
1601,62921.654291931845
1602,112501.35821597655
1603,83199.44313787663
1604,278224.25558746414
1605,245580.943092953
1606,170505.18828978782
1607,168066.27963004672
1608,215929.06010732087
1609,185117.8617985915
1610,150948.52332009104
1611,139792.38216339628
1612,169822.57148932474
1613,170229.03247985596
1614,127114.49981280499
1615,90531.81090470107
1616,76311.8090389041
1617,90972.9239756232
1618,126468.82080502738
1619,142009.4032661086
1620,189774.60702606963
1621,134999.28192803726
1622,138783.6726753073
1623,279348.43978422997
1624,216756.30149163163
1625,119301.96256628368
1626,165670.13807167398
1627,191962.67658714065
1628,279536.41692700906
1629,177904.86057757825
1630,350395.56763096846
1631,216900.05556897054
1632,233352.08662136708
1633,170853.35795078956
1634,185396.14447706312
1635,174564.94028760705
1636,154017.11092608582
1637,202628.69450426535
1638,184731.30063927366
1639,184687.9838024672
1640,254050.07374685144
1641,178761.80042461073
1642,237801.93664746525
1643,219114.47045272024
1644,233230.84733652064
1645,199347.82931490842
1646,160064.2758692764
1647,158772.23861994146
1648,129065.7322972074
1649,141389.587389578
1650,111327.4510912787
1651,120330.5976198718
1652,97423.1213131988
1653,99118.75980843528
1654,143860.88341244162
1655,141888.07234653048
1656,142146.11474627245
1657,146804.57360653082
1658,143027.07233109468
1659,123168.39578969244
1660,155473.19967698332
1661,466410.3930346639
1662,403481.23883493413
1663,381936.83726401796
1664,512278.0567307379
1665,305324.66979282856
1666,333631.3796359567
1667,390701.78662226425
1668,338346.60668765643
1669,298290.3193015082
1670,344106.2548997497
1671,255506.28438847375
1672,457455.58214491507
1673,295427.2914543205
1674,241157.02591839468
1675,190091.147987701
1676,191406.56262830307
1677,219005.1654543624
1678,472527.17698319576
1679,407316.7062634481
1680,336121.4941897883
1681,247213.8432954939
1682,312771.29963220545
1683,179542.8116673668
1684,173359.9188942715
1685,172136.85276774186
1686,166898.25135347666
1687,167996.5119328373
1688,190085.5997087975
1689,196730.28214944914
1690,194659.79097452678
1691,183778.81965942273
1692,263046.07990663894
1693,165843.7349033365
1694,182185.5741236064
1695,164377.6637925245
1696,272333.0074676102
1697,169986.85451172138
1698,353084.18009721866
1699,301565.9646026868
1700,250151.27564457228
1701,272592.55301575095
1702,240920.9422050514
1703,243439.25208176184
1704,276930.8923319174
1705,230807.20223561698
1706,438459.66285127914
1707,213521.46025740085
1708,206548.2712192644
1709,268571.13117341505
1710,220655.41446020972
1711,270027.15249616146
1712,257759.49102175666
1713,278987.4774695165
1714,221604.80786862707
1715,205622.0512718762
1716,184662.51429659777
1717,174067.25263659522
1718,134357.32893593377
1719,204808.44924121076
1720,243372.6313987287
1721,169629.9487590339
1722,126226.42382441813
1723,159084.16292455714
1724,209179.22576302587
1725,236530.13873840627
1726,185423.87034585845
1727,155622.20080453
1728,176886.4261588546
1729,165418.81568076953
1730,157676.81390966047
1731,120781.13215166688
1732,128899.07453515081
1733,116293.5056376612
1734,122697.58941182359
1735,125762.31852095136
1736,113431.45017426711
1737,299563.03497577587
1738,231422.4244983865
1739,253997.43495692167
1740,218491.08479678835
1741,192569.64323401972
1742,171349.57921623773
1743,175786.84336994163
1744,311599.2506483624
1745,214760.83984476267
1746,177453.57937946892
1747,215790.2393365134
1748,226039.4809868011
1749,148294.9561311654
1750,124345.88204892736
1751,240998.9550894437
1752,120005.66753537595
1753,149685.93588243637
1754,194219.7305039122
1755,167057.8358858831
1756,125893.53636710883
1757,120846.84917126088
1758,140516.67511386066
1759,158181.85068817378
1760,165304.56444068236
1761,143050.53003487375
1762,180201.6867351078
1763,173627.9200569424
1764,115466.44107733428
1765,164858.73079578183
1766,186296.24066673065
1767,220259.7196185053
1768,143358.24033907917
1769,169815.0338052006
1770,148730.26898238368
1771,123773.95516132707
1772,133388.61601295497
1773,126333.71132742017
1774,140538.77774784842
1775,140424.38016946692
1776,125575.12470614942
1777,110216.66913662542
1778,135556.29391230107
1779,118739.31302653832
1780,178426.52910930972
1781,124178.81996101799
1782,88964.92470601184
1783,145998.27749242893
1784,104444.34015553474
1785,119602.94841492802
1786,132924.52554421074
1787,162370.8944847251
1788,57837.04707828167
1789,95102.74900744153
1790,78712.00533466625
1791,179068.11517930566
1792,159488.1030853899
1793,127108.45195643087
1794,146171.3395118152
1795,134045.91464458057
1796,127074.75927724072
1797,111014.98546336708
1798,120546.64873948853
1799,112072.81806702784
1800,128243.82501914728
1801,130880.36830046336
1802,129120.84396608
1803,145434.18268815795
1804,137534.96693451816
1805,135262.01783364508
1806,121429.73858942179
1807,130505.72873960447
1808,119811.74878362277
1809,119917.98822299222
1810,143934.26127000962
1811,91841.11215442489
1812,95516.90839194847
1813,121656.74150414465
1814,90744.2100565767
1815,53466.67365272061
1816,92872.97571729953
1817,109180.15780496401
1818,152061.43278962886
1819,128599.86769667969
1820,66301.04805159685
1821,109720.50118363289
1822,151653.54977095214
1823,48744.427208526395
1824,125221.14567889777
1825,141832.52864529562
1826,106470.90326209596
1827,98754.24430938387
1828,136444.42815841525
1829,111276.61971064078
1830,143951.67885235656
1831,138025.92435790534
1832,90199.73128766078
1833,134256.7367866268
1834,120352.70409869966
1835,123187.10856432946
